sex,row_number,liters_drunk,drink,check_number,label,age_adult,age_child,age_elderly,is_alcoholic,session_day,session_evening,session_morning
0,43,2.47,bugbeer,6748,1,0,0,1,1,0,1,0
0,69,2.0,bugbeer,3123,0,0,0,1,1,0,0,1
0,99,5.0,water,8215,1,1,0,0,0,1,0,0
1,78,0.0,cola,1570,0,1,0,0,0,0,0,1
1,95,2.0,cola,8782,0,1,0,0,0,0,1,0
0,94,0.0,strong beer,6995,1,1,0,0,1,1,0,0
1,90,3.0,beerbeer,7310,0,0,0,1,1,0,0,1
0,93,2.0,cola,6757,1,1,0,0,0,0,0,1
1,79,4.0,beerbeer,8538,1,0,0,1,1,1,0,0
0,83,3.0,cola,5039,1,0,1,0,0,0,1,0
1,86,3.0,beerbeer,4321,1,1,0,0,1,1,0,0
0,8,3.0,bugbeer,2042,1,1,0,0,1,0,1,0
0,89,5.0,cola,4084,1,0,0,1,0,0,0,1
1,73,5.0,fanta,2148,1,1,0,0,0,0,0,1
1,53,3.0,fanta,2451,1,0,1,0,0,0,0,1
0,62,0.0,water,175,1,1,0,0,0,1,0,0
0,44,1.0,strong beer,6668,0,0,0,1,1,0,0,1
0,53,4.0,fanta,9338,1,0,1,0,0,0,1,0
1,15,2.0,bugbeer,3205,0,1,0,0,1,0,0,1
0,47,3.0,beerbeer,7289,1,1,0,0,1,0,0,1
0,89,2.47,bugbeer,9511,0,0,0,1,1,1,0,0
0,3,4.0,beerbeer,6380,1,1,0,0,1,0,1,0
1,52,3.0,beerbeer,8366,1,1,0,0,1,0,1,0
0,27,1.0,beerbeer,2715,1,1,0,0,1,1,0,0
1,10,0.0,fanta,1981,1,1,0,0,0,0,0,1
0,13,2.47,fanta,6284,1,0,0,1,0,1,0,0
1,73,4.0,strong beer,1250,1,1,0,0,1,0,1,0
0,72,5.0,beerbeer,4598,0,0,0,1,1,1,0,0
1,49,5.0,strong beer,5393,0,0,0,1,1,0,1,0
0,52,3.0,water,2454,0,1,0,0,0,1,0,0
0,26,3.0,beerbeer,8568,0,0,0,1,1,1,0,0
0,21,4.0,bugbeer,9669,0,0,0,1,1,1,0,0
0,5,2.47,strong beer,8832,0,1,0,0,1,0,0,1
0,47,3.0,fanta,2067,0,1,0,0,0,0,0,1
1,33,3.0,fanta,9018,1,1,0,0,0,1,0,0
1,50,3.0,fanta,6123,0,0,0,1,0,1,0,0
1,74,0.0,beerbeer,7394,0,1,0,0,1,0,0,1
1,20,5.0,cola,9558,0,0,0,1,0,1,0,0
0,15,5.0,beerbeer,7972,0,0,0,1,1,0,0,1
0,24,2.0,water,5978,1,1,0,0,0,0,0,1
1,36,2.47,bugbeer,4951,0,1,0,0,1,0,0,1
0,34,0.0,cola,8107,0,0,1,0,0,1,0,0
0,11,0.0,strong beer,3379,0,1,0,0,1,1,0,0
1,40,3.0,water,2126,1,0,0,1,0,0,0,1
0,50,1.0,water,7222,1,1,0,0,0,0,0,1
0,9,0.0,strong beer,2707,0,1,0,0,1,0,0,1
0,56,2.47,cola,6371,0,0,0,1,0,0,1,0
0,22,0.0,beerbeer,9273,0,1,0,0,1,0,0,1
1,96,3.0,cola,977,0,0,0,1,0,1,0,0
0,82,5.0,bugbeer,6769,0,0,0,1,1,1,0,0
1,90,2.0,water,4976,0,0,0,1,0,0,1,0
0,2,4.0,fanta,648,1,1,0,0,0,1,0,0
0,92,2.47,water,6119,1,1,0,0,0,1,0,0
0,76,4.0,fanta,8981,1,0,1,0,0,0,1,0
0,94,5.0,cola,5251,1,0,1,0,0,1,0,0
0,73,0.0,fanta,2799,0,0,0,1,0,0,0,1
1,18,2.0,fanta,5320,0,1,0,0,0,0,1,0
1,15,0.0,cola,4534,1,1,0,0,0,1,0,0
0,85,5.0,fanta,888,1,1,0,0,0,0,1,0
0,31,2.47,cola,6146,0,0,0,1,0,0,0,1
1,8,1.0,cola,4208,0,1,0,0,0,1,0,0
0,32,0.0,cola,65,0,0,0,1,0,1,0,0
1,64,2.0,beerbeer,2077,0,0,0,1,1,1,0,0
0,89,0.0,beerbeer,7312,1,0,0,1,1,0,1,0
1,49,2.0,bugbeer,7131,1,1,0,0,1,0,0,1
0,91,3.0,water,4220,1,0,1,0,0,0,0,1
0,2,0.0,strong beer,6938,1,0,0,1,1,0,0,1
0,55,2.0,bugbeer,413,0,0,0,1,1,1,0,0
0,63,0.0,fanta,978,1,0,1,0,0,0,1,0
0,96,1.0,bugbeer,8070,1,1,0,0,1,0,0,1
0,9,1.0,water,4112,1,1,0,0,0,0,1,0
0,86,3.0,beerbeer,691,1,0,0,1,1,0,0,1
0,9,4.0,water,3785,0,1,0,0,0,0,0,1
0,52,2.47,fanta,2726,0,1,0,0,0,0,0,1
1,99,5.0,beerbeer,2995,0,0,0,1,1,0,0,1
0,82,3.0,fanta,1075,0,0,0,1,0,1,0,0
0,94,3.0,water,2384,1,0,0,1,0,0,1,0
0,41,0.0,beerbeer,4728,1,0,0,1,1,1,0,0
1,44,2.0,fanta,1719,1,1,0,0,0,0,0,1
0,58,5.0,strong beer,4633,0,0,0,1,1,1,0,0
0,29,4.0,water,7008,1,0,0,1,0,1,0,0
0,20,2.0,fanta,858,0,1,0,0,0,0,1,0
0,21,5.0,water,3961,1,1,0,0,0,0,0,1
0,16,2.47,fanta,1334,1,0,0,1,0,1,0,0
0,76,3.0,fanta,3266,1,0,1,0,0,0,0,1
1,24,0.0,water,4338,1,1,0,0,0,0,1,0
1,92,3.0,beerbeer,2242,0,0,0,1,1,0,1,0
1,65,5.0,fanta,9498,1,0,0,1,0,1,0,0
0,82,1.0,water,9120,1,1,0,0,0,0,0,1
0,16,2.0,beerbeer,6287,0,1,0,0,1,0,0,1
1,77,5.0,fanta,4890,1,1,0,0,0,0,1,0
0,63,2.0,beerbeer,9926,1,0,0,1,1,0,0,1
1,18,5.0,cola,6805,1,0,0,1,0,0,0,1
0,22,2.47,strong beer,1532,0,0,0,1,1,0,1,0
0,30,2.47,cola,7195,0,0,0,1,0,0,1,0
0,34,5.0,strong beer,5847,0,0,0,1,1,1,0,0
0,18,3.0,water,3385,0,0,0,1,0,1,0,0
0,80,4.0,bugbeer,8293,0,0,0,1,1,0,0,1
0,79,2.47,cola,70,0,0,0,1,0,0,1,0
0,53,2.0,bugbeer,4613,0,1,0,0,1,1,0,0
0,84,0.0,water,6726,1,0,1,0,0,1,0,0
0,48,1.0,cola,5720,0,0,1,0,0,0,1,0
0,92,2.0,water,553,1,1,0,0,0,0,0,1
0,63,2.0,strong beer,5530,1,1,0,0,1,0,0,1
0,39,5.0,strong beer,4292,1,1,0,0,1,0,1,0
1,51,5.0,beerbeer,4939,1,0,0,1,1,1,0,0
0,21,1.0,cola,6076,0,1,0,0,0,1,0,0
0,68,3.0,water,446,1,0,1,0,0,1,0,0
0,65,3.0,bugbeer,8768,0,0,0,1,1,0,1,0
0,17,1.0,fanta,9848,1,1,0,0,0,1,0,0
0,12,5.0,beerbeer,7472,1,0,0,1,1,1,0,0
0,99,2.47,fanta,3638,0,1,0,0,0,0,0,1
0,11,1.0,beerbeer,6030,1,1,0,0,1,1,0,0
1,21,2.0,cola,2360,0,0,0,1,0,0,0,1
0,4,2.47,bugbeer,295,1,1,0,0,1,1,0,0
1,6,1.0,cola,9988,1,0,0,1,0,1,0,0
0,31,4.0,fanta,1041,1,1,0,0,0,0,0,1
0,11,5.0,water,5233,1,0,0,1,0,1,0,0
0,75,0.0,fanta,6051,0,0,1,0,0,1,0,0
0,90,4.0,fanta,2358,0,0,0,1,0,1,0,0
0,34,1.0,fanta,3830,1,1,0,0,0,1,0,0
0,83,5.0,cola,7738,0,1,0,0,0,0,1,0
0,91,1.0,strong beer,5230,1,1,0,0,1,0,0,1
0,70,0.0,water,3317,0,0,1,0,0,1,0,0
0,40,2.0,water,5728,1,0,1,0,0,0,0,1
0,76,1.0,fanta,418,1,0,1,0,0,0,1,0
0,8,5.0,beerbeer,6950,1,0,0,1,1,0,1,0
1,90,3.0,fanta,3986,1,0,0,1,0,0,1,0
0,34,5.0,bugbeer,6537,1,0,0,1,1,0,0,1
0,39,2.0,cola,2921,0,0,0,1,0,1,0,0
0,52,5.0,fanta,3276,0,1,0,0,0,0,0,1
0,73,3.0,beerbeer,4828,1,1,0,0,1,0,0,1
0,9,0.0,cola,2219,0,1,0,0,0,1,0,0
1,69,3.0,cola,3053,1,0,1,0,0,0,1,0
1,36,4.0,strong beer,5108,1,1,0,0,1,0,0,1
0,26,5.0,beerbeer,8737,1,1,0,0,1,0,0,1
1,33,5.0,bugbeer,4956,1,1,0,0,1,1,0,0
0,40,2.47,cola,7600,0,1,0,0,0,0,1,0
0,66,2.47,strong beer,8510,1,1,0,0,1,0,1,0
0,58,5.0,fanta,2383,0,1,0,0,0,0,1,0
1,55,5.0,strong beer,1741,1,1,0,0,1,0,1,0
0,35,2.0,cola,9760,0,1,0,0,0,1,0,0
0,14,2.0,cola,6278,1,1,0,0,0,0,0,1
0,19,3.0,water,8789,0,1,0,0,0,0,1,0
0,70,3.0,cola,804,1,1,0,0,0,1,0,0
0,53,0.0,cola,3708,0,1,0,0,0,0,1,0
0,43,2.47,fanta,2010,1,1,0,0,0,0,0,1
1,6,3.0,beerbeer,4207,0,1,0,0,1,1,0,0
0,1,5.0,cola,657,0,1,0,0,0,0,1,0
1,6,1.0,water,4694,0,0,0,1,0,0,1,0
0,28,2.0,cola,3762,1,0,0,1,0,0,1,0
1,62,4.0,cola,9992,0,1,0,0,0,1,0,0
0,27,1.0,water,7944,1,1,0,0,0,0,1,0
0,9,1.0,beerbeer,4918,1,1,0,0,1,0,1,0
0,71,0.0,strong beer,5922,0,1,0,0,1,0,0,1
0,65,5.0,bugbeer,3223,1,1,0,0,1,1,0,0
0,32,4.0,fanta,1137,1,0,1,0,0,1,0,0
1,11,2.0,water,9267,0,1,0,0,0,1,0,0
1,64,5.0,water,7624,1,0,0,1,0,0,1,0
1,29,2.0,bugbeer,2850,0,1,0,0,1,1,0,0
1,27,3.0,strong beer,7982,1,1,0,0,1,0,0,1
0,38,1.0,water,6559,1,1,0,0,0,0,1,0
0,59,2.0,cola,7967,0,0,0,1,0,0,1,0
0,48,1.0,water,3617,1,0,1,0,0,1,0,0
1,38,1.0,fanta,2642,0,1,0,0,0,0,1,0
0,51,2.0,water,2185,1,0,0,1,0,0,1,0
0,84,0.0,water,625,1,1,0,0,0,0,0,1
1,18,1.0,beerbeer,4820,1,1,0,0,1,1,0,0
1,5,2.0,fanta,6250,0,1,0,0,0,1,0,0
0,57,2.0,water,7914,0,1,0,0,0,0,0,1
0,45,0.0,water,1674,0,0,0,1,0,1,0,0
1,73,3.0,water,149,1,0,1,0,0,0,0,1
0,94,4.0,cola,2847,0,1,0,0,0,1,0,0
0,5,4.0,cola,6928,0,1,0,0,0,0,1,0
0,19,2.47,cola,9246,0,1,0,0,0,0,0,1
0,93,5.0,water,2885,1,1,0,0,0,1,0,0
1,6,2.0,bugbeer,4061,1,1,0,0,1,1,0,0
0,29,4.0,water,6887,1,1,0,0,0,1,0,0
1,72,0.0,fanta,1360,1,0,0,1,0,0,1,0
0,10,0.0,bugbeer,2413,0,1,0,0,1,0,0,1
0,23,0.0,strong beer,637,1,1,0,0,1,1,0,0
1,25,2.0,strong beer,2668,1,0,0,1,1,1,0,0
0,44,3.0,water,2047,1,0,0,1,0,1,0,0
0,85,2.0,fanta,7087,0,0,0,1,0,1,0,0
0,41,5.0,beerbeer,3377,0,0,0,1,1,0,0,1
0,56,2.0,water,5249,1,0,1,0,0,1,0,0
0,100,5.0,fanta,2479,1,1,0,0,0,0,1,0
0,19,4.0,beerbeer,9096,0,0,0,1,1,0,0,1
0,71,4.0,strong beer,6032,1,1,0,0,1,0,0,1
1,56,0.0,water,3442,0,1,0,0,0,0,1,0
0,75,0.0,bugbeer,5024,1,1,0,0,1,0,1,0
1,38,5.0,bugbeer,9358,1,1,0,0,1,1,0,0
0,37,2.0,cola,351,0,0,1,0,0,0,1,0
1,19,3.0,fanta,3692,1,1,0,0,0,0,0,1
0,41,1.0,fanta,3558,0,1,0,0,0,0,1,0
0,42,0.0,beerbeer,5036,0,1,0,0,1,0,0,1
0,67,1.0,bugbeer,3150,1,0,0,1,1,1,0,0
0,38,1.0,cola,4200,1,1,0,0,0,0,0,1
0,82,4.0,beerbeer,9133,1,0,0,1,1,1,0,0
0,11,4.0,beerbeer,7647,1,1,0,0,1,0,1,0
0,39,4.0,fanta,3282,0,0,0,1,0,0,1,0
0,53,3.0,cola,5897,1,1,0,0,0,0,1,0
0,9,0.0,cola,6672,1,0,0,1,0,0,0,1
1,2,3.0,bugbeer,7831,0,0,0,1,1,1,0,0
1,74,0.0,strong beer,3880,1,1,0,0,1,0,1,0
0,16,3.0,fanta,7789,1,0,0,1,0,1,0,0
0,32,2.47,fanta,1077,0,0,0,1,0,0,1,0
1,4,0.0,beerbeer,5324,1,0,0,1,1,0,1,0
0,89,2.47,fanta,7984,1,0,1,0,0,0,1,0
0,10,2.47,cola,2794,1,0,1,0,0,0,1,0
1,95,4.0,strong beer,5546,1,1,0,0,1,0,1,0
1,69,5.0,fanta,1560,0,0,0,1,0,0,0,1
0,12,2.47,cola,4697,1,1,0,0,0,1,0,0
1,48,2.0,beerbeer,232,1,0,0,1,1,0,1,0
1,92,3.0,beerbeer,4044,0,0,0,1,1,0,1,0
0,10,4.0,strong beer,5796,1,0,0,1,1,0,1,0
0,22,4.0,strong beer,5041,1,1,0,0,1,1,0,0
0,58,4.0,bugbeer,4432,1,1,0,0,1,0,1,0
1,83,3.0,fanta,8689,1,0,0,1,0,0,0,1
1,55,4.0,fanta,5025,1,1,0,0,0,0,1,0
0,14,2.47,bugbeer,3153,1,1,0,0,1,0,0,1
0,74,2.0,fanta,2601,1,0,0,1,0,0,0,1
1,54,2.0,fanta,1161,1,0,0,1,0,0,0,1
0,2,1.0,bugbeer,7478,1,0,0,1,1,0,0,1
0,57,3.0,beerbeer,6867,1,0,0,1,1,0,1,0
0,47,3.0,fanta,9671,1,1,0,0,0,1,0,0
1,69,3.0,strong beer,3156,0,0,0,1,1,0,1,0
0,24,2.47,cola,3893,0,0,0,1,0,0,1,0
0,100,4.0,strong beer,7550,1,1,0,0,1,0,1,0
0,96,3.0,cola,141,0,1,0,0,0,1,0,0
0,77,0.0,bugbeer,9138,0,1,0,0,1,1,0,0
0,34,2.0,fanta,9950,1,0,0,1,0,0,0,1
1,47,2.47,strong beer,5373,1,1,0,0,1,1,0,0
0,0,1.0,beerbeer,4167,1,0,0,1,1,0,0,1
1,45,3.0,water,3021,1,0,1,0,0,0,0,1
1,39,3.0,water,2813,1,1,0,0,0,1,0,0
0,24,0.0,cola,2624,1,0,0,1,0,1,0,0
0,44,0.0,strong beer,877,0,1,0,0,1,0,0,1
1,59,1.0,strong beer,3701,0,1,0,0,1,0,0,1
0,51,5.0,bugbeer,4895,0,0,0,1,1,1,0,0
1,88,1.0,water,8002,0,1,0,0,0,1,0,0
0,68,2.0,strong beer,4883,1,0,0,1,1,0,1,0
1,30,4.0,water,5475,1,1,0,0,0,0,1,0
1,58,3.0,cola,6381,0,0,1,0,0,1,0,0
0,81,3.0,bugbeer,7906,1,1,0,0,1,0,0,1
0,35,0.0,bugbeer,807,0,0,0,1,1,1,0,0
0,77,1.0,fanta,2539,1,0,0,1,0,0,0,1
0,5,3.0,cola,9857,1,0,1,0,0,0,1,0
0,28,5.0,water,5605,1,0,0,1,0,1,0,0
1,10,2.0,water,3497,0,1,0,0,0,0,1,0
0,61,4.0,beerbeer,3532,1,1,0,0,1,0,0,1
0,35,4.0,water,2854,0,1,0,0,0,1,0,0
1,12,2.0,strong beer,164,0,0,0,1,1,0,0,1
0,25,1.0,fanta,4556,1,0,1,0,0,0,1,0
0,12,5.0,beerbeer,9550,1,1,0,0,1,0,1,0
1,79,0.0,water,4670,1,0,0,1,0,0,1,0
0,17,5.0,cola,8075,1,0,0,1,0,1,0,0
0,49,3.0,water,6466,0,1,0,0,0,0,1,0
1,73,1.0,strong beer,9957,1,0,0,1,1,1,0,0
0,3,2.0,cola,5151,0,0,1,0,0,0,0,1
1,10,0.0,bugbeer,7461,1,1,0,0,1,0,1,0
0,51,2.0,fanta,2838,1,1,0,0,0,0,1,0
0,71,5.0,bugbeer,4323,1,1,0,0,1,0,1,0
0,2,2.0,fanta,9263,1,0,0,1,0,1,0,0
1,86,4.0,fanta,5691,1,1,0,0,0,0,0,1
1,51,0.0,beerbeer,2092,1,0,0,1,1,1,0,0
1,49,1.0,beerbeer,9645,0,1,0,0,1,0,1,0
0,23,1.0,water,6941,1,1,0,0,0,0,0,1
1,18,1.0,strong beer,6090,1,0,0,1,1,0,0,1
1,54,0.0,cola,6628,0,0,0,1,0,0,0,1
0,1,2.47,cola,2690,1,0,0,1,0,0,0,1
1,17,2.0,fanta,4300,0,0,1,0,0,0,0,1
1,54,2.47,cola,5442,1,0,1,0,0,1,0,0
0,76,3.0,water,9754,1,0,1,0,0,1,0,0
0,42,4.0,fanta,370,1,0,0,1,0,0,1,0
0,55,0.0,water,4222,1,1,0,0,0,0,1,0
0,69,3.0,strong beer,7601,1,0,0,1,1,1,0,0
1,77,3.0,bugbeer,7357,1,0,0,1,1,1,0,0
0,55,2.0,water,1593,0,0,0,1,0,0,0,1
1,21,0.0,water,7029,0,1,0,0,0,0,1,0
1,16,3.0,beerbeer,9955,1,1,0,0,1,1,0,0
0,71,0.0,fanta,1164,1,0,0,1,0,1,0,0
0,86,3.0,bugbeer,3614,0,0,0,1,1,0,0,1
0,89,5.0,cola,634,1,1,0,0,0,1,0,0
0,68,5.0,strong beer,2657,1,1,0,0,1,0,1,0
1,49,2.0,cola,1900,1,0,0,1,0,0,0,1
0,7,5.0,fanta,589,1,0,0,1,0,0,1,0
1,54,1.0,bugbeer,6121,0,1,0,0,1,0,1,0
1,36,2.0,bugbeer,9523,0,1,0,0,1,0,0,1
0,33,3.0,cola,1553,0,0,0,1,0,0,0,1
1,26,5.0,cola,2798,1,0,1,0,0,0,1,0
0,9,2.47,beerbeer,6333,1,0,0,1,1,0,0,1
0,25,4.0,fanta,8691,1,1,0,0,0,1,0,0
1,70,0.0,strong beer,9437,1,1,0,0,1,1,0,0
0,6,3.0,bugbeer,1115,1,0,0,1,1,1,0,0
1,89,5.0,strong beer,7160,1,1,0,0,1,0,0,1
0,67,3.0,beerbeer,1523,0,0,0,1,1,1,0,0
0,7,3.0,water,2547,1,1,0,0,0,0,1,0
1,29,3.0,strong beer,2284,0,0,0,1,1,1,0,0
0,5,4.0,cola,4924,1,1,0,0,0,1,0,0
0,42,2.0,bugbeer,3047,0,1,0,0,1,1,0,0
0,28,2.47,bugbeer,9623,0,0,0,1,1,0,1,0
1,25,0.0,fanta,5093,0,1,0,0,0,0,1,0
0,77,0.0,water,3828,0,1,0,0,0,0,1,0
0,9,3.0,water,4383,1,1,0,0,0,0,0,1
1,97,3.0,beerbeer,1712,0,0,0,1,1,1,0,0
0,34,3.0,beerbeer,3816,1,1,0,0,1,0,1,0
0,36,1.0,water,6047,1,1,0,0,0,1,0,0
0,67,1.0,bugbeer,5167,0,0,0,1,1,0,1,0
0,93,4.0,beerbeer,6579,1,0,0,1,1,0,0,1
0,27,5.0,cola,3476,1,1,0,0,0,0,1,0
0,54,3.0,cola,4320,0,0,1,0,0,0,1,0
1,31,0.0,bugbeer,590,0,1,0,0,1,1,0,0
0,73,4.0,bugbeer,3963,1,1,0,0,1,0,0,1
1,98,5.0,bugbeer,8494,1,1,0,0,1,1,0,0
0,67,2.0,fanta,7926,0,1,0,0,0,1,0,0
1,48,0.0,water,3224,0,0,0,1,0,0,1,0
0,94,0.0,cola,9536,0,1,0,0,0,1,0,0
0,32,2.0,water,6450,0,0,0,1,0,0,1,0
1,100,4.0,fanta,5112,0,1,0,0,0,0,1,0
0,74,3.0,fanta,1356,1,0,0,1,0,0,0,1
0,58,3.0,fanta,3270,1,0,0,1,0,0,1,0
0,83,0.0,beerbeer,4841,1,0,0,1,1,0,1,0
1,90,3.0,fanta,3548,1,0,0,1,0,0,1,0
0,44,2.0,bugbeer,1521,1,0,0,1,1,0,0,1
1,6,2.0,cola,4304,0,0,0,1,0,1,0,0
0,57,1.0,water,5768,0,0,0,1,0,0,0,1
1,100,1.0,fanta,8231,1,0,0,1,0,0,0,1
0,26,4.0,fanta,3652,0,0,0,1,0,1,0,0
0,63,0.0,beerbeer,4496,0,0,0,1,1,0,0,1
0,36,3.0,cola,7820,0,0,0,1,0,0,0,1
0,1,5.0,water,6593,1,0,1,0,0,0,0,1
1,78,0.0,cola,547,0,0,0,1,0,1,0,0
0,43,3.0,strong beer,2499,1,0,0,1,1,1,0,0
0,4,2.0,fanta,1538,1,1,0,0,0,0,1,0
0,77,5.0,cola,8199,0,1,0,0,0,0,1,0
1,86,5.0,fanta,3392,0,0,0,1,0,0,0,1
0,76,4.0,strong beer,353,1,1,0,0,1,1,0,0
0,36,0.0,cola,9274,1,0,1,0,0,0,0,1
1,92,4.0,water,1458,1,0,0,1,0,0,0,1
1,5,0.0,cola,421,1,1,0,0,0,1,0,0
0,24,5.0,bugbeer,3637,1,1,0,0,1,0,0,1
0,99,3.0,water,818,0,1,0,0,0,0,0,1
0,92,1.0,cola,4718,1,1,0,0,0,0,0,1
1,95,3.0,water,3954,0,1,0,0,0,1,0,0
0,23,4.0,beerbeer,1777,1,1,0,0,1,1,0,0
1,4,1.0,strong beer,2485,1,1,0,0,1,0,0,1
0,57,3.0,water,6677,0,0,0,1,0,1,0,0
0,95,1.0,fanta,1503,1,0,0,1,0,0,1,0
0,98,3.0,fanta,5617,0,1,0,0,0,0,0,1
1,83,3.0,cola,136,1,1,0,0,0,0,0,1
0,84,3.0,fanta,478,1,1,0,0,0,0,1,0
0,21,0.0,fanta,679,1,1,0,0,0,0,1,0
0,56,5.0,fanta,6303,0,1,0,0,0,0,0,1
1,73,0.0,fanta,201,1,1,0,0,0,0,1,0
0,18,2.47,bugbeer,4026,1,0,0,1,1,1,0,0
0,33,2.47,beerbeer,4166,0,1,0,0,1,1,0,0
0,69,1.0,cola,1438,0,1,0,0,0,0,1,0
1,95,2.47,fanta,2407,1,1,0,0,0,1,0,0
0,64,0.0,water,405,0,0,0,1,0,0,1,0
0,5,0.0,cola,5392,0,0,1,0,0,0,1,0
0,65,2.47,beerbeer,5666,1,1,0,0,1,0,1,0
0,76,5.0,strong beer,3135,1,1,0,0,1,1,0,0
0,9,2.0,water,5402,1,1,0,0,0,0,1,0
1,92,4.0,beerbeer,3000,1,0,0,1,1,0,1,0
0,89,1.0,cola,5664,0,0,0,1,0,1,0,0
1,10,1.0,fanta,3518,0,0,1,0,0,1,0,0
0,49,4.0,water,5192,0,0,1,0,0,0,0,1
1,92,2.0,fanta,2401,1,0,1,0,0,0,1,0
1,57,1.0,cola,1226,1,1,0,0,0,1,0,0
0,2,2.47,fanta,4403,0,1,0,0,0,0,0,1
1,49,2.47,fanta,1612,1,0,0,1,0,0,1,0
0,76,3.0,water,680,1,0,1,0,0,1,0,0
0,78,2.0,cola,7059,1,0,0,1,0,0,0,1
1,26,2.0,beerbeer,6293,0,1,0,0,1,0,1,0
1,98,1.0,water,86,0,1,0,0,0,0,0,1
0,56,4.0,fanta,272,1,0,0,1,0,0,1,0
0,81,2.0,cola,4156,1,1,0,0,0,0,1,0
0,55,5.0,cola,302,1,1,0,0,0,0,1,0
1,74,4.0,fanta,9411,0,0,0,1,0,0,0,1
0,59,1.0,cola,7502,0,0,0,1,0,0,0,1
0,67,5.0,fanta,8373,1,1,0,0,0,1,0,0
0,85,2.47,water,6866,0,0,1,0,0,0,1,0
0,66,2.47,beerbeer,8717,0,1,0,0,1,1,0,0
0,39,2.47,strong beer,2337,1,1,0,0,1,0,0,1
1,53,1.0,beerbeer,4151,1,0,0,1,1,0,0,1
1,72,2.0,fanta,1883,1,0,0,1,0,0,0,1
0,52,0.0,water,3910,1,1,0,0,0,0,1,0
1,42,1.0,water,5986,1,0,1,0,0,1,0,0
0,5,2.0,beerbeer,2678,1,0,0,1,1,0,0,1
0,0,4.0,water,5384,1,1,0,0,0,0,1,0
0,78,1.0,cola,5158,1,0,0,1,0,1,0,0
0,16,1.0,strong beer,7393,1,1,0,0,1,1,0,0
1,48,0.0,strong beer,8356,0,0,0,1,1,0,0,1
1,35,0.0,fanta,3157,0,1,0,0,0,0,1,0
0,5,0.0,beerbeer,5412,0,0,0,1,1,1,0,0
0,11,3.0,fanta,4334,0,0,0,1,0,0,1,0
0,99,0.0,strong beer,5477,1,0,0,1,1,1,0,0
0,77,0.0,bugbeer,738,1,0,0,1,1,1,0,0
0,20,4.0,fanta,1357,1,0,0,1,0,1,0,0
0,89,2.47,fanta,11,0,0,1,0,0,0,1,0
0,19,1.0,strong beer,4716,0,1,0,0,1,0,0,1
0,74,1.0,water,4899,0,0,0,1,0,0,1,0
0,13,2.47,water,3004,0,0,1,0,0,1,0,0
0,26,3.0,cola,6924,0,0,1,0,0,0,0,1
1,79,0.0,beerbeer,2326,1,0,0,1,1,1,0,0
0,30,1.0,water,7814,1,0,0,1,0,1,0,0
0,35,3.0,bugbeer,8241,1,0,0,1,1,0,1,0
0,23,0.0,bugbeer,8744,1,1,0,0,1,1,0,0
1,16,5.0,strong beer,5547,1,0,0,1,1,1,0,0
1,8,4.0,strong beer,4690,1,0,0,1,1,0,1,0
1,87,1.0,fanta,4169,0,1,0,0,0,1,0,0
0,93,1.0,bugbeer,7453,0,1,0,0,1,0,0,1
0,23,4.0,cola,1390,1,0,1,0,0,1,0,0
0,58,3.0,beerbeer,6727,0,0,0,1,1,0,1,0
0,58,0.0,bugbeer,3836,1,1,0,0,1,1,0,0
0,84,5.0,fanta,9616,0,1,0,0,0,0,1,0
0,66,5.0,beerbeer,7795,1,1,0,0,1,1,0,0
1,58,3.0,cola,5058,1,0,0,1,0,0,0,1
0,64,3.0,cola,1881,1,0,0,1,0,0,0,1
0,10,2.0,cola,7698,0,0,0,1,0,1,0,0
0,43,4.0,bugbeer,2107,0,0,0,1,1,0,1,0
0,83,3.0,bugbeer,5130,0,1,0,0,1,1,0,0
0,33,5.0,fanta,3684,1,1,0,0,0,0,0,1
0,78,1.0,cola,7031,1,0,0,1,0,1,0,0
1,80,0.0,beerbeer,8790,0,1,0,0,1,0,1,0
1,50,3.0,cola,4557,1,0,1,0,0,1,0,0
0,100,3.0,cola,2628,1,0,0,1,0,0,0,1
0,22,1.0,strong beer,8893,1,0,0,1,1,0,0,1
0,6,0.0,beerbeer,8721,0,0,0,1,1,0,1,0
0,66,2.0,cola,5446,1,0,0,1,0,1,0,0
0,69,1.0,fanta,2816,1,1,0,0,0,0,1,0
1,31,0.0,fanta,7381,0,1,0,0,0,1,0,0
1,84,0.0,water,1794,0,0,0,1,0,0,1,0
0,90,3.0,water,6439,1,1,0,0,0,0,1,0
0,79,4.0,cola,1828,0,0,0,1,0,0,1,0
0,48,2.47,strong beer,7047,1,1,0,0,1,0,1,0
0,75,3.0,water,9024,1,1,0,0,0,1,0,0
0,79,5.0,beerbeer,1701,0,0,0,1,1,1,0,0
0,37,5.0,water,8270,0,1,0,0,0,0,0,1
0,59,3.0,fanta,533,1,1,0,0,0,0,0,1
1,81,3.0,strong beer,5110,0,1,0,0,1,1,0,0
0,18,4.0,bugbeer,9044,1,1,0,0,1,1,0,0
0,79,2.47,fanta,5469,0,0,0,1,0,0,1,0
0,64,4.0,cola,9048,0,0,0,1,0,0,0,1
0,39,2.0,beerbeer,1923,1,0,0,1,1,1,0,0
0,51,2.47,strong beer,8517,1,1,0,0,1,1,0,0
0,78,2.0,fanta,6740,1,1,0,0,0,0,0,1
0,82,2.0,strong beer,4083,0,0,0,1,1,1,0,0
